dgp,n,lag,rep,causal,method,stat,pvalue,reject,elapsed
S1,500,1,96,False,drgc,0.9403171178752474,0.17234468937875752,False,4.9031695000012405
S1,500,1,96,False,drgc_naive,0.9412787327039525,0.56312625250501,False,1.1732524999970337
S1,500,1,96,False,nhkj,1.0560996691218656,0.145461340780992,False,0.10689400000410387
S1,500,1,94,False,drgc,1.5664862383453724,0.01002004008016032,True,4.97676859999774
S1,500,1,94,False,drgc_naive,1.5619446899923608,0.11623246492985972,False,1.1545061000069836
S1,500,1,94,False,nhkj,2.105253815093568,0.01763461002488185,True,0.10684290000062902
S1,500,1,95,False,drgc,0.6352946622445775,0.501002004008016,False,4.959607600001618
S1,500,1,95,False,drgc_naive,0.5765072360379092,0.9218436873747495,False,1.165839399996912
S1,500,1,95,False,nhkj,1.0557349871890451,0.1455446539245246,False,0.10413280000648228
S1,500,1,97,False,drgc,0.5073452422186203,0.6152304609218436,False,5.035073500002909
S1,500,1,97,False,drgc_naive,0.5627683072407771,0.8977955911823647,False,1.179252499998256
S1,500,1,97,False,nhkj,1.4846595741341304,0.06881701281367611,False,0.09206270000140648
S1,500,1,98,False,drgc,0.5037242710057255,0.5891783567134269,False,5.018579600000521
S1,500,1,98,False,drgc_naive,0.4427884514632466,0.9579158316633266,False,1.1624515000003157
S1,500,1,98,False,nhkj,0.6467095032119283,0.25890998571363744,False,0.09161380000296049
S1,500,1,99,False,drgc,1.1800047903037025,0.07414829659318638,False,4.7073433000041405
S1,500,1,99,False,drgc_naive,1.145193160408743,0.4088176352705411,False,1.197473499996704
S1,500,1,99,False,nhkj,2.749359292150356,0.002985594687376887,True,0.09375709999585524
S1,500,1,100,False,drgc,0.748284875747411,0.45490981963927857,False,4.707640100001299
S1,500,1,100,False,drgc_naive,0.8313539845797384,0.7855711422845691,False,1.1991510999941966
S1,500,1,100,False,nhkj,-0.3385817733888176,0.6325375924211678,False,0.09472880000248551
S1,500,1,101,False,drgc,0.49410742766368754,0.7274549098196392,False,4.742138100002194
S1,500,1,101,False,drgc_naive,0.6993295590539087,0.8517034068136272,False,1.1822198000008939
S1,500,1,101,False,nhkj,0.45228451932296354,0.3255320134066746,False,0.09065640000335407
S1,500,1,102,False,drgc,0.45077408060035024,0.6713426853707415,False,4.788361999999324
S1,500,1,102,False,drgc_naive,0.44540200032601285,0.969939879759519,False,1.2132137999942643
